States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date,Season
Tamil Nadu,3080,2660,2525,5180,6280,6420,6660,5000,3324,,12891.2,,9035.2,,9289.2,8129.8,4460,,1500,1980,1080,920,29-05-2018,3
Tamil Nadu,2850,2840,2735,5850,7900,7500,7200,5220,3490,,12553.5,9750,8155,,9235,6446.5,4200,,1610,1500,900,2800,30-05-2018,3
Tamil Nadu,2370,2637.5,2350,7412.5,12925,16050,8375,7100,3925,,14167.5,,8365.75,,9092.5,6859.75,4050,,1537.5,1975,1225,4375,31-05-2018,3
Tamil Nadu,3125,2740,2533.33,7550,6325,8775,6625,5200,4175,,14422.75,,8722,,8873.5,6538,4587.5,,1537.5,1425,925,850,01-06-2018,3
Tamil Nadu,3100,2670,2525,5000,6260,6530,6700,4750,3046,,13221,,8933.2,,9194,8218,4420,,1500,1960,1000,1000,02-06-2018,3
Tamil Nadu,3150,2938,2920,6340,8510,8060,8200,5568,3596,,14437.6,9500,7650,,9551,6751.8,4266.6,,1587.5,1860,1280,3740,03-06-2018,3
Tamil Nadu,2542,2654,2410,8020,12260,15500,7980,7250,3892,,14455.8,,8253.6,,9076,6814.8,4309,,1530,2120,1240,4340,04-06-2018,1
Tamil Nadu,3350,2775,2516.67,7250,5850,8587.5,6150,5100,4165,,14353.75,,8639.5,,8873.5,6538,4700,,1537.5,1450,1125,2375,05-06-2018,1
Tamil Nadu,3230,2700,2510,4980,6280,6590,6720,4750,3724,,13302.2,,8933,,9570.8,8237.6,4340,,1500,2080,1420,1580,06-06-2018,1
Tamil Nadu,3310,2942,3064,6440,8720,8680,8500,5700,3558,,14797.2,9500,7673.6,,9583,6675.4,4333.4,,1587.5,1940,1820,3300,07-06-2018,1
Tamil Nadu,2512,2720,2467.5,10400,11980,15180,7820,7600,3886,,14917,,8136.4,,9043.4,6501,4249,,1540,2060,1400,1860,08-06-2018,1
Tamil Nadu,3328,2712,2600,7240,5800,8140,6100,5000,4070,,13971.6,,8456.2,,8818.5,6305.4,4740,,1510,1420,1060,6760,09-06-2018,1
Tamil Nadu,3150,2692,2565,5100,6300,6690,6760,4833.33,3684,,12845,,9090.4,,9801.8,8061.8,4420,,1500,2260,1820,2060,10-06-2018,1
Tamil Nadu,3400,3012.5,3147.5,6350,8450,8412.5,8275,5800,3540,,15107.25,,7693.25,,9489,6717.75,4316.75,,1630,2075,1712.5,3475,11-06-2018,1
Tamil Nadu,2530,2720,2502.5,9750,10960,13260,7010,7200,3934,,14649.25,,8202.4,,8979.6,6825.5,4600,,1540,2060,1240,640,12-06-2018,1
Tamil Nadu,3333.2,2660,2525,7170,6100,7680,6200,4800,4076,,13962.4,,8425.6,,8804.75,6329,5020,,1510,1440,2600,4120,13-06-2018,1
Tamil Nadu,3150,2930,2937.5,5760,6360,6460,6800,5230,3656,,13189.4,,8478,,9849,7513.8,4653.4,,1510,2260,1440,900,14-06-2018,1
Tamil Nadu,3350,3012.5,3160,6375,8550,8475,8300,5800,3605,,15142.75,,7682.5,,9642.25,6939.25,4387.5,,1630,1825,2125,1750,15-06-2018,1
Tamil Nadu,2545,2684,2527.5,10240,10740,11560,6880,6750,3842,,15148,,8489.6,,9089,7263,4732,,1540,2040,1160,1180,16-06-2018,1
Tamil Nadu,3310,2640,2550,7600,6280,8220,6480,4950,4124,,13918.6,,8513.6,,8636.8,6507.4,5180,,1510,1320,1840,1600,17-06-2018,1
Tamil Nadu,3087.5,2850,2815,5900,6287.5,6500,6987.5,5287.5,3540,,13621.75,,8684.5,,9790.75,7610.5,4458.25,,1512.5,2200,1300,925,18-06-2018,1
Tamil Nadu,3800,3050,3262.86,6337.14,8592.86,8585.71,8407.14,5828.57,3687.14,3600,14998,13343,7564.17,,10084.33,7093.71,4483.33,,1400,1785.71,3257.14,864.29,19-06-2018,1
Tamil Nadu,2751,2664,2557.5,11660,10420,11040,6780,6600,3888,,15159.4,,8467.6,,9109,6821.8,4678,,1540,2060,1240,1060,20-06-2018,1
Tamil Nadu,3330,2692,2560,7540,6300,7820,6470,5000,4050,,13852.6,,8559.6,,8614.8,6736.2,5500,,1510,1500,2440,3560,21-06-2018,1
Tamil Nadu,2916.67,2866.67,2690,5666.67,6233.33,6400,6933.33,5180,3560,,12691.33,,8780.67,,9691.67,7494,4566.67,,1506.67,2366.67,1600,833.33,22-06-2018,1
Tamil Nadu,3958.33,3010,3206.67,6616.67,8616.67,9600,8500,5733.33,3635,,15522.83,,7696.17,,10013.33,7304.5,4566.67,,1600,2000,3633.33,1966.67,23-06-2018,1
Tamil Nadu,2814,2664,2520,12160,9540,10240,6260,6400,3926,,14659.4,,8462.6,,9110,6839.2,4490,,1520,1860,1180,720,24-06-2018,2
Tamil Nadu,3258,2692,2670,7000,6160,6980,6390,5050,4040,,13698.6,,8556.8,,8652.8,6808.25,5140,,1510,1480,3380,3520,25-06-2018,2
Tamil Nadu,3075,2912.5,2860,6400,6675,7725,7300,5300,3497.5,,14033.67,,8597,,9882,7419,4522.33,,1530,2425,1725,1250,26-06-2018,2
Tamil Nadu,3883.33,3067.78,3252.22,6511.11,9055.56,11837.5,9055.56,6100,3593.33,2800,14820.56,12483.5,8181.22,9700,9934.22,7612.67,4711.11,36000,1450,2266.67,5244.44,1711.11,27-06-2018,2
Tamil Nadu,3048,2772,2587.5,12520,9180,9680,6460,6500,3938,,14423,,8511.6,,9132,7163.8,4553,,1540,1540,1280,660,28-06-2018,2
Tamil Nadu,3278,2752,2505,6360,6060,6640,6450,4950,3880,,13105.4,,8718.4,,8982.2,7143.8,4840,,1510,1320,3840,800,29-06-2018,2
Tamil Nadu,3100,2968,3068,6460,6920,7900,7320,5340,3406,,14125.6,,8370.8,,9623.2,6975.4,4480,,1536,1960,1300,1180,30-06-2018,2
Tamil Nadu,3961.11,3128.89,3037.78,6366.67,8994.44,11588.89,9055.56,5900,3573.33,2800,14776.22,12483.5,8324,,10092.88,8442.13,4566.67,36000,1522.22,2744.44,9477.78,1477.78,01-07-2018,2
Tamil Nadu,2631,2750,2336.75,6220,12960,14400,9200,7050,3440,,12222.2,,7841.4,,8900.6,5618.8,4009,,1510,1680,1800,2240,02-07-2018,2
Tamil Nadu,3342,2736,2530,6340,6320,6660,6650,5200,3668,,12929.4,,8762.6,,8971.2,7027.8,4840,,1500,1320,3580,720,03-07-2018,2
Tamil Nadu,2912.5,2870,2812.5,6475,7250,7550,7500,5350,3372.5,,13493,,8295,,9276.5,6861.25,4541.75,,1530,1850,1300,2100,04-07-2018,2
Tamil Nadu,2505,2730,2336.75,5900,11940,13280,8610,6450,3448,,12057,,7820.4,,8978.6,6175.5,3764,,1530,1640,1360,700,05-07-2018,3
Tamil Nadu,3328,2796,2560,8180,6800,9090,6300,5500,4316,,13998.2,,8644.4,,9055,7240.8,4552,,1550,1320,1160,1940,06-07-2018,3
Tamil Nadu,3216.6,2736,2505,5510,6520,6700,6712.5,5000,3612,,12818.4,,8698.4,,9043.2,7090.6,4760,,1500,1360,2260,580,07-07-2018,3
Tamil Nadu,3080,2920,2940,6260,8160,7700,7760,5820,3454,,14046,,8287.4,,9579.8,7142.8,4293.4,,1602,1740,1100,920,08-07-2018,3
Tamil Nadu,2421,2700,2349.25,5870,11280,13110,8500,6450,3474,,12013,,7920.2,,9000.2,6337,3524,,1530,1600,1180,740,09-07-2018,3
Tamil Nadu,3250,2820,2550,7050,6600,8975,6125,5400,4285,,14057.25,,8674.25,,9065,6804.75,4425,,1562.5,1325,1075,1700,10-07-2018,3
Tamil Nadu,3080,2672,2525,5490,6520,6470,6780,4950,3564,,12840.6,,8874.4,,9142,7854,4640,,1500,1500,1260,1040,11-07-2018,3
Tamil Nadu,3080,2960,2900,6230,8100,7520,7610,5648,3462,,13889.2,10000,7959,,9557.8,6970.8,4313.4,,1584,1560,1060,1420,12-07-2018,3
Tamil Nadu,2334,2640,2336.75,6700,12960,15560,8440,7600,3938,,13542.2,,8061.6,,9000.2,6870.6,3904,,1530,1720,1240,1300,13-07-2018,3
Tamil Nadu,3125,2785,2533.33,7750,6850,9475,6775,5600,4227.5,,14442.75,,8674.25,,9065,6501.25,4400,,1562.5,1425,1050,850,14-07-2018,3
Tamil Nadu,3080,2660,2525,5200,6280,6420,6660,5000,3304,,12891.2,,9035.2,,9289.2,8096.8,4460,,1500,1980,1020,860,15-07-2018,3
Tamil Nadu,2962.5,2900,2840,6225,8000,7500,7525,5460,3495,,13488,9750,7969.5,,9297.5,6635.75,4175,,1605,1850,1050,2775,16-07-2018,3
Tamil Nadu,2404,2650,2362.5,7370,12900,16080,8420,7300,3916,,14192,,8231.6,,9088,6899.8,4075,,1530,2020,1220,4400,17-07-2018,3
Tamil Nadu,3125,2740,2533.33,7550,6325,8775,6625,5200,4175,,14422.75,,8722,,8873.5,6538,4587.5,,1537.5,1425,925,900,18-07-2018,3
Tamil Nadu,3100,2670,2525,5000,6260,6530,6700,4750,3046,,13221,,8933.2,,9194,8218,4420,,1500,1960,1010,1020,19-07-2018,3
Tamil Nadu,3150,2938,2920,6340,8510,8060,8200,5568,3596,,14437.6,9500,7650,,9551,6751.8,4266.6,,1587.5,1860,1280,3600,20-07-2018,3
Tamil Nadu,2522,2654,2417.5,8160,12300,15580,7980,7350,3884,,14223.75,,8253.6,,9065,6733.2,4309,,1530,2120,1260,4080,21-07-2018,1
Tamil Nadu,3366.67,2900,2700,7400,5966.67,8716.67,6250,,4180,,14724.67,,8369.33,,8864.33,6593,4733.33,,1583.33,1600,1200,2566.67,22-07-2018,1
Tamil Nadu,3230,2708,2510,4900,6320,6590,6720,4800,3712,,13302.2,,8933,,9592.8,8237.6,4400,,1500,2100,1380,1540,23-07-2018,1
Tamil Nadu,3310,2942,3064,6440,8720,8680,8500,5700,3558,,14797.2,9500,7673.6,,9583,6675.4,4346.6,,1587.5,1940,1820,3260,24-07-2018,1
Tamil Nadu,2512,2690,2455,10360,11940,14980,7820,7700,3906,,14895,,8136.4,,9043.4,6456.8,4249,,1540,2100,1400,1560,25-07-2018,1
Tamil Nadu,3328,2712,2600,7240,5800,8140,6120,5000,4070,,13949.8,,8412.2,,8791,6305.4,4740,,1510,1420,1060,6580,26-07-2018,1
Tamil Nadu,3150,2722,2565,5240,6280,6662.5,6740,4833.33,3654,,13133,,9090.4,,9801.8,8061.8,4420,,1500,2200,1840,2020,27-07-2018,1
Tamil Nadu,3433.33,3016.67,3296.67,6300,8333.33,8250,8200,5933.33,3503.33,,15454.33,,7954,,9612,6657,4189,,1640,1900,1650,3466.67,28-07-2018,1
Tamil Nadu,2530,2720,2502.5,9750,10960,13260,7010,7200,3934,,15301.8,,8202.4,,8979.6,6888.8,4600,,1540,2080,1240,660,29-07-2018,1
Tamil Nadu,3333.2,2660,2525,7170,6100,7680,6200,4800,4076,,13962.4,,8425.6,,8804.75,6329,5020,,1510,1440,2600,4080,30-07-2018,1
Tamil Nadu,3150,2930,2937.5,5784,6400,6460,6830,5230,3652,,13189.4,,8478,,9859.8,7535.8,4686.6,,1510,2340,1720,1150,31-07-2018,1
Tamil Nadu,3350,3012.5,3160,6375,8550,8475,8300,5800,3612.5,,15142.75,,7682.5,,9642.25,6939.25,4387.5,,1630,1825,2275,1675,01-08-2018,1
Tamil Nadu,2583,2684,2527.5,10240,10740,11560,6880,6750,3842,,15082,,8511.6,,9087,7263,4732,,1540,2000,1160,1120,02-08-2018,1
Tamil Nadu,3340,2672,2545,7540,6280,8240,6440,4950,4106,,13896.6,,8513.6,,8636.8,6551.4,5180,,1510,1320,1840,1420,03-08-2018,1
Tamil Nadu,3087.5,2850,2815,5900,6287.5,6500,6987.5,5287.5,3540,,13621.75,,8684.5,,9790.75,7610.5,4475,,1512.5,2200,1300,925,04-08-2018,1
Tamil Nadu,3800,3080,3181.67,6326.67,8608.33,8516.67,8433.33,5783.33,3688.33,3600,14613,13343,7714.4,,10057.4,7058.17,4480,,1360,1866.67,3416.67,841.67,05-08-2018,1
Tamil Nadu,2751,2664,2557.5,11700,10420,11040,6780,6600,3888,,15159.4,,8467.6,,9109,6821.8,4678,,1540,2040,1200,980,06-08-2018,1
Tamil Nadu,3330,2692,2560,7460,6300,7800,6450,5000,4040,,13852.6,,8559.6,,8614.8,6736.2,5440,,1510,1460,2440,3480,07-08-2018,1
Tamil Nadu,3087.5,2875,2855,5762.5,6237.5,6600,6987.5,5275,3555,,13473.5,,8920.5,,9837.25,7585.5,4500,,1537.5,2275,1550,950,09-08-2018,1
Tamil Nadu,3925,3010,3308.33,6533.33,8633.33,9183.33,8483.33,5700,3626.67,,14837.33,12967,7849.5,,9941.83,7164.83,4633.33,,1466.67,1983.33,3516.67,1900,10-08-2018,1
Tamil Nadu,2874,2724,2550,12400,10220,10460,6520,6500,3930,,14929.4,,8489.6,,9110,6887.4,4530,,1540,1980,1240,700,11-08-2018,2
Tamil Nadu,3258,2692,2670,7000,6160,6980,6470,5050,4040,,13698.6,,8556.8,,8740.6,6861.33,5120,,1510,1440,3440,3460,12-08-2018,2
Tamil Nadu,3075,2912.5,2860,6400,6675,7700,7300,5300,3497.5,,13712,,8547,,9882,7344,4491.75,,1530,2400,1700,1275,13-08-2018,2
Tamil Nadu,3883.33,3090,3252.22,6500,9055.56,11728.57,9077.78,6100,3593.33,2800,14820.56,12483.5,8217.78,9700,10068.56,7820.56,4711.11,36000,1450,2377.78,5133.33,1711.11,14-08-2018,2
Tamil Nadu,3048,2772,2587.5,12520,9120,9640,6500,6500,3938,,14378.8,,8379.8,,9132,7186,4553,,1540,1540,1280,640,15-08-2018,2
Tamil Nadu,3278,2736,2505,6340,6050,6680,6470,4950,3784,,12995.4,,8563,,8993.2,7143.8,4840,,1510,1300,3880,640,16-08-2018,2
Tamil Nadu,3100,2968,3068,6460,6920,7900,7320,5340,3398,,14125.6,,8370.8,,9613.2,6975.4,4480,,1536,1920,1300,1160,17-08-2018,2
Tamil Nadu,3956.25,3132.5,3005,6337.5,8931.25,11500,9062.5,5900,3570,2800,14722,12483.5,8240.13,,10074.86,8373.43,4562.5,36000,1506.25,2800,9600,1487.5,18-08-2018,2
Tamil Nadu,2631,2750,2336.75,6180,12920,14260,9160,7050,3440,,12222.2,,7841.4,,8856.8,5618.8,4049,,1510,1640,1760,2000,19-08-2018,2
Tamil Nadu,3281,2836,2632.5,10300,7200,9362.5,6300,5900,4130,,13998.2,,8578.4,,9132,7196.6,4613,,1540,1440,1240,1160,20-08-2018,2
Tamil Nadu,3342,2736,2530,6340,6320,6660,6650,5200,3668,,12929.4,,8762.6,,8971.2,7027.8,4840,,1500,1320,3600,720,21-08-2018,2
Tamil Nadu,3040,2920,2920,6480,7340,7650,7480,5420,3382,,13981.2,,8196.4,,9388.2,6895.4,4443.4,,1550,1960,1240,1720,22-08-2018,2
Tamil Nadu,2505,2730,2336.75,5900,11940,13280,8610,6450,3448,,12057,,7820.4,,8978.6,6105.2,3764,,1530,1640,1360,700,23-08-2018,3
Tamil Nadu,3328,2796,2560,8180,6800,9090,6300,5500,4316,,13998.2,,8644.4,,9055,7240.8,4552,,1550,1320,1160,1940,24-08-2018,3
Tamil Nadu,3196.6,2736,2505,5520,6510,6700,6712.5,5000,3684,,12818.4,,8742.4,,9076.2,7090.6,4760,,1500,1380,2260,580,25-08-2018,3
Tamil Nadu,3080,2920,2940,6260,8160,7700,7760,5820,3454,,14046,,8220.8,,9579.8,7162.8,4293.4,,1602,1740,1060,940,26-08-2018,3
Tamil Nadu,2421,2660,2349.25,5890,11220,13170,8420,6550,3482,,12013,,7920.2,,9000.2,6337,3585,,1530,1540,1100,720,27-08-2018,3
Tamil Nadu,3250,2820,2550,7050,6600,8975,6125,5400,4285,,14057.25,,8674.25,,9065,6790.75,4425,,1562.5,1350,1050,1700,28-08-2018,3
Tamil Nadu,3080,2672,2525,5430,6530,6440,6760,4900,3516,,12884.4,,8918.4,,9142,7854,4540,,1500,1480,1260,980,29-08-2018,3
Tamil Nadu,3080,2960,2900,6230,8100,7520,7610,5648,3462,,13889.2,10000,7959,,9557.8,6970.8,4326.6,,1584,1560,1060,1400,30-08-2018,3
Tamil Nadu,2334,2630,2336.75,6700,12960,15560,8440,7600,3938,,13542.2,,8083.6,,9000.2,6870.6,3904,,1530,1760,1200,1300,31-08-2018,3
Tamil Nadu,3125,2785,2600,7750,6850,9475,6775,5600,4227.5,,14442.75,,8674.25,,9065,6501.25,4400,,1562.5,1425,1050,800,01-09-2018,3
Tamil Nadu,3080,2660,2525,5200,6280,6420,6660,5000,3304,,12891.2,,9035.2,,9289.2,8096.8,4460,,1500,1980,1020,860,02-09-2018,3
Tamil Nadu,3050,2930,2920,6260,8060,7530,7610,5548,3512,,13911.2,9750,8001.8,,9416,6693.2,4160,,1584,1880,1040,2720,03-09-2018,3
Tamil Nadu,2404,2650,2362.5,7370,12900,16080,8420,7300,3916,,14192,,8231.6,,9088,6899.8,4075,,1530,2020,1220,4400,04-09-2018,3
Tamil Nadu,3125,2740,2533.33,7550,6325,8775,6625,5200,4175,,14422.75,,8722,,8873.5,6538,4587.5,,1537.5,1425,925,900,05-09-2018,3
Tamil Nadu,3100,2670,2525,4980,6240,6530,6700,4750,3014,,13330.8,,8933.2,,9194,8229,4420,,1500,1960,1000,940,06-09-2018,3
Tamil Nadu,3150,2938,2920,6360,8590,8100,8260,5568,3596,,14437.6,9500,7660,,9551,6751.8,4266.6,,1587.5,1840,1280,3760,07-09-2018,3
Tamil Nadu,2522,2654,2417.5,8160,12300,15580,7980,7350,3884,,14631.6,,8253.6,,9065,6740.75,4309,,1530,2080,1260,3400,08-09-2018,1
Tamil Nadu,3350,2775,2533.33,7250,5825,8537.5,6062.5,4800,4152.5,,14271.25,,8612,,8900.75,6510.5,4750,,1512.5,1450,1025,2625,09-09-2018,1
Tamil Nadu,3230,2708,2510,4900,6320,6590,6720,4800,3712,,13302.2,,8933,,9614.8,8226.8,4400,,1500,2120,1380,1580,10-09-2018,1
Tamil Nadu,3310,2942,3064,6440,8720,8680,8500,5608,3558,,14797.2,9500,7673.6,,9583,6675.4,4346.6,,1587.5,1960,1780,3140,11-09-2018,1
Tamil Nadu,2512,2690,2455,10360,11940,14980,7780,7700,3906,,14895,,8136.4,,9043.4,6456.8,4249,,1540,2140,1360,1580,12-09-2018,1
Tamil Nadu,3328,2712,2600,7320,5800,8080,6120,5000,4060,,13949.8,,8412.2,,8791,6305.4,4740,,1510,1420,1060,6280,13-09-2018,1
Tamil Nadu,3150,2722,2565,5240,6280,6662.5,6740,4833.33,3692,,13133,,9090.4,,9801.8,8061.8,4420,,1500,2200,1800,1940,14-09-2018,1
Tamil Nadu,3400,3012.5,3147.5,6350,8450,8412.5,8275,5800,3540,,15107.25,,7693.25,,9489,6717.75,4316.75,,1630,2075,1712.5,3500,15-09-2018,1
Tamil Nadu,2450,2700,2413.33,9762.5,10900,13250,7112.5,7200,3930,,14649.25,,8467.5,,8958.25,6825.5,4650,,1537.5,2050,1275,633.33,16-09-2018,1
Tamil Nadu,3353.2,2640,2525,7210,6200,7720,6200,4800,4076,,13962.4,,8425.6,,8804.75,6384,5175,,1510,1400,2740,4340,17-09-2018,1
Tamil Nadu,3150,2930,2937.5,5784,6400,6340,6830,5230,3652,,13189.4,,8478,,9789.8,7535.8,4686.6,,1510,2360,1720,1110,18-09-2018,1
Tamil Nadu,3300,2950,3048,6220,8460,8270,8270,5700,3590,,14684,,7915.8,,9733.8,6967.4,4390,,1624,1790,2170,1430,19-09-2018,1
Tamil Nadu,2615,2724,2527.5,10360,10860,11500,6800,6750,3860,,15093,,8489.6,,9087,7241.2,4692,,1540,2040,1120,1180,20-09-2018,1
Tamil Nadu,3340,2672,2545,7540,6280,8240,6440,4950,4106,,13896.6,,8513.6,,8636.8,6551.4,5180,,1510,1320,1840,1400,21-09-2018,1
Tamil Nadu,3087.5,2850,2815,5900,6287.5,6500,6987.5,5287.5,3540,,13621.75,,8684.5,,9790.75,7610.5,4475,,1512.5,2075,1300,900,22-09-2018,1
Tamil Nadu,3560,3036,3198,6352,8630,8500,8420,5800,3710,,14546,13343,7874.4,,9911.6,7085.2,4538,,1360,1920,3380,870,23-09-2018,1
Tamil Nadu,2771,2664,2557.5,11940,10420,10960,6780,6600,3900,,15159.4,,8467.6,,9098,6821.8,4678,,1540,2000,1220,940,24-09-2018,1
Tamil Nadu,3330,2692,2560,7460,6300,7800,6450,5000,4040,,13852.6,,8559.6,,8614.8,6736.2,5440,,1510,1460,2440,3480,25-09-2018,1
Tamil Nadu,3087.5,2875,2855,5762.5,6237.5,6600,6987.5,5275,3555,,13473.5,,8920.5,,9837.25,7585.5,4500,,1537.5,2275,1550,900,26-09-2018,1
Tamil Nadu,3925,3010,3308.33,6533.33,8633.33,9183.33,8483.33,5700,3626.67,,14837.33,12967,7849.5,,9941.83,7164.83,4650,,1466.67,2016.67,3433.33,1866.67,27-09-2018,1
Tamil Nadu,2874,2724,2550,12400,10180,10420,6520,6500,3930,,14417.5,,8489.6,,9110,6865.6,4572,,1540,1960,1240,660,28-09-2018,2
Tamil Nadu,3258,2692,2670,6960,6160,6980,6470,5050,4040,,13654.6,,8556.8,,8806.4,7014,5120,,1510,1500,3540,3480,29-09-2018,2
Tamil Nadu,3166.67,2916.67,2913.33,6533.33,6833.33,7933.33,7300,5333.33,3496.67,,14033.67,,8026.33,,9879.33,7374.67,4522.33,,1606.67,2600,1900,1200,30-09-2018,2
Tamil Nadu,3905.56,3090,3252.22,6522.22,9011.11,11785.71,9100,6100,3593.33,2800,14713.67,12483.5,8217.78,9700,10068.56,7839.78,4700,36000,1450,2344.44,5400,1800,01-10-2018,2
Tamil Nadu,3118,2772,2627.5,12460,8960,9510,6440,6300,3910,,14378.8,,8379.8,,9132,7186,4553,,1540,1480,1240,580,02-10-2018,2
Tamil Nadu,3278,2736,2505,6340,6050,6680,6470,4950,3776,,12995.4,,8563,,8993.2,7143.8,4840,,1510,1300,3680,640,03-10-2018,2
Tamil Nadu,3100,2982,3084,6480,6940,7900,7350,5320,3398,,14103.6,,8304.2,,9569.2,6873.4,4480,,1536,1880,1300,1160,04-10-2018,2
Tamil Nadu,4031.25,3157.5,3075,6350,8993.75,11775,9125,5957.14,3582.5,,15084.5,12967,8273.25,,10092.88,8442.13,4537.5,,1512.5,2837.5,9600,1600,05-10-2018,2
Tamil Nadu,2631,2750,2336.75,6180,12840,14260,9160,7050,3440,,12222.2,,7841.4,,8856.8,5596.8,4049,,1510,1600,1800,1920,06-10-2018,2
Tamil Nadu,3276.25,2845,2676.67,10775,7600,9616.67,6550,6000,4112.5,,14140.75,,8388,,9135,7237.75,4666.25,,1550,1525,1300,1200,07-10-2018,2
Tamil Nadu,3322,2736,2530,6260,6280,6580,6650,5200,3660,,12819.6,,8762.6,,8960.2,7006,4800,,1500,1320,3660,700,08-10-2018,2
Tamil Nadu,3040,2920,2920,6480,7560,7650,7480,5540,3382,,13981.2,,8196.4,,9325,6895.4,4443.4,,1550,1920,1200,1660,09-10-2018,2
Tamil Nadu,2505,2730,2336.75,5880,11880,13280,8580,6350,3446,,12057,,7798.4,,8978.6,6105.2,3764,,1530,1660,1260,700,10-10-2018,3
Tamil Nadu,3300,2820,2530,7975,6625,8862.5,6175,5400,4322.5,,14117.75,,8688,,9092.5,7190,4500,,1562.5,1250,1100,1925,11-10-2018,3
Tamil Nadu,3196.6,2736,2505,5520,6510,6700,6712.5,5000,3684,,12818.4,,8742.4,,9076.2,7101.6,4740,,1500,1280,2100,580,12-10-2018,3
Tamil Nadu,3080,2920,2940,6260,8160,7700,7760,5820,3466,,14046,,8220.8,,9579.8,7142.8,4293.4,,1602,1720,1060,920,13-10-2018,3
Tamil Nadu,2421,2660,2349.25,5890,11220,13170,8380,6550,3482,,12057,,7942.2,,9000.2,6359,3585,,1530,1580,1120,780,14-10-2018,3
Tamil Nadu,3300,2820,2600,7200,6825,9050,6375,5400,4285,,14084.75,,8701.75,,9065,6790.75,4375,,1562.5,1350,1050,1875,15-10-2018,3
Tamil Nadu,3080,2672,2525,5430,6530,6440,6760,4900,3516,,12884.4,,8918.4,,9142,7854,4540,,1500,1480,1260,920,16-10-2018,3
Tamil Nadu,3080,2960,2900,6230,8100,7520,7610,5648,3454,,13889.2,10000,7959,,9537.8,6930.8,4326.6,,1584,1540,1010,1420,17-10-2018,3
Tamil Nadu,2334,2650,2372.5,6700,13000,15780,8440,7600,3938,,13542.2,,8083.6,,9000.2,6870.6,3904,,1530,1800,1200,1520,18-10-2018,3
Tamil Nadu,3125,2785,2600,7750,6850,9475,6775,5600,4227.5,,14442.75,,8674.25,,9065,6501.25,4400,,1562.5,1425,1050,800,19-10-2018,3
Tamil Nadu,3000,2625,2533.33,5125,6200,6375,6575,4600,3242.5,,12939,,9244,,9395,8158.5,4375,,1500,1950,1025,900,20-10-2018,3
Tamil Nadu,3050,2930,2920,6260,8060,7530,7610,5548,3530,,13911.2,9750,8001.8,,9416,6691.5,4180,,1584,1860,1060,2760,21-10-2018,3
Tamil Nadu,2404,2650,2362.5,7370,12900,16080,8420,7300,3916,,14192,,8231.6,,9088,6899.8,4075,,1530,2020,1220,4400,22-10-2018,3
Tamil Nadu,3125,2740,2533.33,7550,6325,8775,6625,5200,4175,,14422.75,,8722,,8873.5,6538,4625,,1537.5,1425,950,900,23-10-2018,3
Tamil Nadu,3100,2670,2525,4980,6240,6530,6700,4750,3014,,13330.8,,8933.2,,9194,8229,4420,,1500,1960,980,920,24-10-2018,3
Tamil Nadu,3150,2938,2920,6400,8590,8100,8260,5588,3596,,14537.6,9500,7590,,9551,6751.8,4266.6,,1587.5,1880,1280,3780,25-10-2018,3
Tamil Nadu,2522,2694,2417.5,8300,12360,15580,7960,7350,3896,,14774.6,,8209.8,,9065,6658.25,4279,,1530,2040,1300,3100,26-10-2018,1
Tamil Nadu,3350,2775,2533.33,7250,5800,8537.5,6062.5,4800,4152.5,,14271.25,,8612,,8900.75,6510.5,4750,,1512.5,1400,1025,2625,27-10-2018,1
Tamil Nadu,3175,2697.5,2513.33,4875,6275,6537.5,6650,4600,3640,,13461.25,,9550.75,,9683.5,8186.25,4300,,1500,2100,1475,1525,28-10-2018,1
Tamil Nadu,3310,2942,3064,6440,8720,8680,8500,5700,3558,,14797.2,9500,7673.6,,9583,6675.4,4346.6,,1587.5,1960,1780,3240,29-10-2018,1
Tamil Nadu,2512,2690,2455,10420,11940,14740,7680,7700,3906,,15114.8,,8136.4,,9043.4,6434.8,4249,,1540,2100,1320,1480,30-10-2018,1
Tamil Nadu,3328,2712,2600,7320,5800,8080,6120,5000,4060,,13949.8,,8412.2,,8791,6305.4,4740,,1510,1420,1060,6380,31-10-2018,1
Tamil Nadu,3075,2677.5,2586.67,5075,6250,6616.67,6675,4750,3727.5,,13241.25,,9495.75,,9807.25,7980,4325,,1500,2275,1875,2050,01-11-2018,1
Tamil Nadu,3400,3012.5,3147.5,6350,8450,8412.5,8275,5800,3540,,15107.25,,7760.25,,9489,6717.75,4366.75,,1630,2075,1712.5,3125,02-11-2018,1
Tamil Nadu,2530,2720,2502.5,9690,10720,13220,6910,7200,3942,,15346,,8202.4,,8979.6,6933.2,4656,,1540,2060,1220,640,03-11-2018,1
Tamil Nadu,3333,2400,2350,7250,6000,7600,6350,4800,4070,,13093,,8510,,8791,5867,5150,,1400,1400,2550,4200,04-11-2018,1
