States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Date,Season
Tamil Nadu,3785.71,3151.43,2998.57,6428.57,8900,11414.29,9042.86,6016.67,3580,2800,14578.71,12483.5,8095.14,,10255.83,8326.33,4771.43,36000,1535.71,2628.57,7771.43,1357.14,22-12-2017,2
Tamil Nadu,2651,2750,2336.75,6280,13060,14400,9280,7150,3410,,12200.2,,7885.4,,8955.4,5596.8,4009,,1510,1720,1860,3040,23-12-2017,2
Tamil Nadu,3268.75,2845,2643.33,11175,7875,9637.5,6550,6000,4085,,14140.75,,8332.25,,9135,7265.25,4716.25,,1550,1700,1250,1175,24-12-2017,2
Tamil Nadu,3342,2696,2505,6340,6300,6670,6580,5200,3692,,12929.4,,8762.6,,8971.2,7027.8,4860,,1500,1440,3760,740,25-12-2017,2
Tamil Nadu,2912.5,2870,2812.5,6500,7175,7550,7500,5350,3372.5,,13518,,8295,,9276.5,6861.25,4508.25,,1530,1900,1400,3200,26-12-2017,2
Tamil Nadu,2525,2750,2336.75,5900,12240,13220,8610,6500,3448,,12057,,7820.4,,8934.6,6061.4,3784,,1530,1600,1440,780,27-12-2017,3
Tamil Nadu,3328,2796,2560,8380,6950,9170,6340,5500,4308,,13998.2,,8644.4,,9055,7240.8,4552,,1550,1380,1200,2100,28-12-2017,3
Tamil Nadu,3216.6,2736,2505,5612.5,6470,6680,6750,5000,3604,,12818.4,,8698.4,,9043.2,7101.6,4800,,1500,1360,2320,600,29-12-2017,3
Tamil Nadu,3060,2920,2940,6260,8070,7750,7680,5840,3414,,13914,,8287.4,,9514,7066.8,4293.4,,1602,1720,1040,880,30-12-2017,3
Tamil Nadu,2431,2700,2349.25,5870,11320,13110,8520,6450,3468,,12013,,7920.2,,9000.2,6337,3524,,1530,1560,1160,700,31-12-2017,3
Tamil Nadu,3250,2820,2550,7050,6525,8925,6125,5400,4285,,14062.75,,8674.25,,9065,6832.25,4425,,1562.5,1325,1075,1925,01-01-2018,3
Tamil Nadu,3080,2672,2525,5490,6520,6510,6780,4950,3592,,12840.6,,8830.4,,9142,7854,4630,,1500,1440,1320,720,02-01-2018,3
Tamil Nadu,3080,2960,2900,6260,8100,7470,7660,5648,3466,,13914,10000,7961,,9547.8,7021.8,4313.4,,1584,1560,1020,1120,03-01-2018,3
Tamil Nadu,2364,2640,2336.75,6330,12540,14400,8400,7100,3996,,13340.2,,8039.6,,9000.2,6870.6,3804,,1530,1760,1200,1240,04-01-2018,3
Tamil Nadu,3175,2785,2533.33,7675,6850,9425,6725,5600,4232.5,,14387.75,,8701.75,,9065,6528.75,4375,,1562.5,1400,1000,1050,05-01-2018,3
Tamil Nadu,3060,2672,2525,5180,6340,6440,6700,5000,3402,,12790,,9035.2,,9289.2,8107.8,4420,,1500,1820,1100,940,06-01-2018,3
Tamil Nadu,3087.5,3012.5,2957.5,6400,8075,7462.5,7737.5,5625,3525,,14189,,8177.25,,9570,6791.5,4100,,1575,1925,1025,2750,07-01-2018,3
Tamil Nadu,2200,2300,2150,7000,12200,15600,8100,7200,4000,,13956,,9010,,9010,,4500,,1500,1600,1000,3800,08-01-2018,3
Tamil Nadu,3115,2762.5,2600,7550,6562.5,8850,6700,5400,4200,,14395.25,,8722,,8941.75,6496.75,4550,,1537.5,1425,900,800,09-01-2018,3
Tamil Nadu,3100,2670,2525,5000,6260,6530,6700,4750,3046,,12900,,8933.2,,9194,8218,4420,,1500,1960,1000,940,10-01-2018,3
Tamil Nadu,3150,2938,2920,6340,8390,7840,8200,5568,3604,,14453.2,9750,7736,,9541,6647.8,4266.6,,1587.5,1860,1280,3600,11-01-2018,3
Tamil Nadu,2542,2654,2410,8020,12260,15500,7980,7250,3892,,14455.8,,8253.6,,9076,6814.8,4349,,1530,2120,1280,5820,12-01-2018,1
Tamil Nadu,3350,2775,2516.67,7300,5850,8587.5,6150,5100,4165,,14353.75,,8639.5,,8873.5,6538,4700,,1537.5,1450,1125,1750,13-01-2018,1
Tamil Nadu,3230,2700,2510,4980,6280,6590,6720,4666.67,3728,,13500,,8933,,9464.6,8259.6,4340,,1500,2080,1260,1260,14-01-2018,1
Tamil Nadu,3270,2942,2974,6410,8620,8580,8500,5628,3586,,14742.2,9500,7607.6,,9583,6665.4,4333.4,,1587.5,1980,1820,3500,15-01-2018,1
Tamil Nadu,2512,2720,2467.5,10150,11940,15280,7800,7500,3884,,14917,,8136.4,,9043.4,6523,4208,,1540,2220,1480,1860,16-01-2018,1
Tamil Nadu,3348,2740,2562.5,7240,5840,8160,6180,5000,4074,,14002.4,,8469.6,,8821.8,6356.6,4740,,1510,1340,1060,6880,17-01-2018,1
Tamil Nadu,3150,2692,2565,5100,6300,6660,6730,4800,3684,,13060.4,,9090.4,,9640.8,8117,4420,,1500,2220,1830,1820,18-01-2018,1
Tamil Nadu,3387.5,3012.5,3147.5,6375,8450,8412.5,8300,5800,3560,,15107.25,,7748.25,,9489,6717.75,4316.75,,1605,1950,1712.5,3650,19-01-2018,1
Tamil Nadu,2530,2720,2502.5,9850,11240,13300,7090,7300,3934,,15147.8,,8158.4,,9023.4,6689.8,4600,,1540,2020,1200,660,20-01-2018,1
Tamil Nadu,3333.2,2660,2525,7130,6020,7640,6080,4750,4072,,13962.4,,8425.6,,8804.75,6271.8,4940,,1510,1420,2660,4340,21-01-2018,1
Tamil Nadu,3150,2930,2937.5,5760,6360,6460,6740,5210,3668,,13189.4,,8478,,9849,7513.8,4600,,1510,2360,1460,900,22-01-2018,1
Tamil Nadu,3350,3012.5,3160,6375,8550,8475,8300,5800,3605,,15142.75,,7599.25,,9642.25,6939.25,4362.5,,1630,1825,2125,1875,23-01-2018,1
Tamil Nadu,3310,2640,2550,7560,6260,8200,6480,4950,4124,,13918.6,,8513.6,,8636.8,6507.4,5180,,1510,1380,2020,1880,24-01-2018,1
Tamil Nadu,2966.67,2866.67,2970,5783.33,6216.67,6300,6766.67,5133.33,3476.67,,13443.67,,9039.67,,9927.67,7549.67,4311,,1516.67,2100,1183.33,800,25-01-2018,1
Tamil Nadu,3660,3040,3128,6520,8520,8700,8430,5800,3730,,15839.4,13500,8358.5,,10096,7277,4700,,1450,1875,3175,1050,26-01-2018,1
Tamil Nadu,2731,2704,2535,11260,10920,11160,6860,6800,3878,,15123,,8453.2,,9023,6803.2,4638,,1540,2000,1240,1270,27-01-2018,1
Tamil Nadu,3330,2692,2560,7520,6300,7820,6480,5000,4050,,13852.6,,8559.6,,8614.8,6736.2,5500,,1500,1480,2400,3300,28-01-2018,1
Tamil Nadu,3087.5,2875,2855,5762.5,6262.5,6537.5,6995,5275,3565,,13473.5,,8920.5,,9837.25,7610.5,4500,,1537.5,2337.5,1500,1050,29-01-2018,1
Tamil Nadu,3821.43,3037.14,3262.86,6564.29,8628.57,9035.71,8471.43,5928.57,3650,,15118.14,12967,7821.14,,9995.71,7224.86,4564.29,,1485.71,2057.14,3542.86,1871.43,30-01-2018,1
Tamil Nadu,2862,2724,2550,12440,10220,10480,6620,6500,3930,,14929.4,,8467.6,,9110,6865.4,4530,,1540,1920,1200,720,31-01-2018,2
Tamil Nadu,3258,2692,2670,7000,6160,6980,6390,5050,4040,,13698.6,,8556.8,,8652.8,6808.25,5140,,1510,1500,3340,3580,01-02-2018,2
Tamil Nadu,3075,2900,2860,6300,6750,7775,7275,5300,3527.5,,13327.25,,8597,,9827,7515.25,4491.75,,1530,2350,1775,1150,02-02-2018,2
Tamil Nadu,3892.86,3108.57,3384.29,6428.57,9014.29,11757.14,9042.86,6271.43,3625.71,,15133.14,12967,8014.43,,10058.29,7728,4785.71,,1442.86,2257.14,5285.71,1542.86,03-02-2018,2
Tamil Nadu,3048,2772,2587.5,12500,9360,9760,6500,6500,3938,,14554.8,,8511.6,,9132,7152.8,4512,,1540,1620,1280,720,04-02-2018,2
Tamil Nadu,3278,2752,2505,6340,6060,6640,6430,4950,3900,,13127.4,,8718.4,,8971.2,7143.8,4840,,1510,1280,4000,1020,05-02-2018,2
Tamil Nadu,2987.5,2985,3017.5,6525,6950,7837.5,7375,5375,3402.5,,13590,,8485.5,,9506.5,6958.75,4450,,1442.5,1725,1175,1125,06-02-2018,2
Tamil Nadu,3961.11,3117.78,3037.78,6411.11,9011.11,11638.89,9055.56,5900,3568.89,2800,14713.44,12483.5,8324,,10092.88,8359.75,4677.78,36000,1522.22,2622.22,8637.5,1377.78,07-02-2018,2
Tamil Nadu,2651,2750,2336.75,6280,13060,14400,9280,7150,3410,,12200.2,,7885.4,,8955.4,5596.8,4009,,1510,1720,1860,3000,08-02-2018,2
Tamil Nadu,3268.75,2845,2643.33,11175,7875,9637.5,6550,6000,4085,,14140.75,,8332.25,,9135,7265.25,4716.25,,1550,1700,1250,1175,09-02-2018,2
Tamil Nadu,3342,2736,2530,6340,6300,6670,6640,5200,3668,,12929.4,,8762.6,,8971.2,7027.8,4860,,1500,1440,3660,760,10-02-2018,2
Tamil Nadu,3040,2920,2920,6500,7080,7700,7440,5320,3388,,14001.2,,8196.4,,9388.2,6895.4,4456.6,,1550,1940,1400,3020,11-02-2018,2
Tamil Nadu,2505,2730,2336.75,5900,11960,13280,8610,6450,3448,,11884.5,,7990,,8956.6,6069.8,3764,,1530,1780,1420,760,12-02-2018,3
Tamil Nadu,3328,2796,2560,8360,6950,9110,6340,5500,4308,,13998.2,,8644.4,,9055,7240.8,4552,,1550,1400,1160,2060,13-02-2018,3
Tamil Nadu,3216.6,2736,2505,5612.5,6470,6680,6750,5000,3604,,12818.4,,8698.4,,9043.2,7101.6,4800,,1500,1360,2320,600,14-02-2018,3
Tamil Nadu,3037.5,2900,3000,6200,7962.5,7712.5,7675,5800,3405,,14078.75,,8296.75,,9642.5,7071,4141.75,,1602.5,1600,1000,925,15-02-2018,3
Tamil Nadu,2431,2700,2349.25,5870,11320,13110,8520,6450,3468,,12013,,7920.2,,9000.2,6337,3524,,1530,1600,1160,720,16-02-2018,3
Tamil Nadu,3250,2820,2550,7050,6525,8925,6125,5400,4285,,14057.25,,8674.25,,9065,6832.25,4425,,1562.5,1325,1125,1875,17-02-2018,3
Tamil Nadu,3000,2640,2533.33,5437.5,6450,6562.5,6725,4500,3565,,12884.25,,9038,,9340,8117.5,4412.5,,1500,1400,1275,675,18-02-2018,3
Tamil Nadu,3080,2960,2900,6260,8100,7470,7660,5648,3466,,13914,10000,7961,,9547.8,7021.8,4313.4,,1584,1560,1020,1180,19-02-2018,3
Tamil Nadu,2364,2640,2336.75,6330,12540,14400,8400,7100,3996,,13340.2,,8039.6,,9000.2,6870.6,3804,,1530,1760,1220,1240,20-02-2018,3
Tamil Nadu,3175,2785,2533.33,7675,6850,9425,6725,5600,4232.5,,14387.75,,8701.75,,9065,6528.75,4375,,1562.5,1375,1050,850,21-02-2018,3
Tamil Nadu,3060,2660,2525,5180,6340,6440,6700,5000,3402,,12790,,9035.2,,9289.2,8107.8,4420,,1500,1900,1100,920,22-02-2018,3
Tamil Nadu,3033.33,2916.67,2903.33,6033.33,8033.33,7550,7450,5446.67,3526.67,,13570.33,9750,8147,,9453.33,6605.33,4200,,1573.33,1700,933.33,2800,23-02-2018,3
Tamil Nadu,2384,2650,2372.5,7160,12980,16060,8440,7350,3944,,13993.8,,8231.6,,9088,6910.8,4075,,1530,2000,1220,3760,24-02-2018,3
Tamil Nadu,3125,2740,2533.33,7550,6325,8775,6625,5200,4190,,14422.75,,8722,,8900.75,6538,4587.5,,1537.5,1425,900,825,25-02-2018,3
Tamil Nadu,3100,2670,2525,5000,6260,6530,6700,4750,3046,,13221,,8933.2,,9194,8218,4420,,1500,1960,1000,880,26-02-2018,3
Tamil Nadu,3150,2938,2920,6340,8390,7840,8200,5568,3604,,14453.2,9750,7736,,9541,6647.8,4266.6,,1587.5,1860,1280,3620,27-02-2018,3
Tamil Nadu,2542,2654,2410,8020,12260,15500,7980,7250,3892,,14455.8,,8253.6,,9076,6814.8,4309,,1530,2120,1240,4720,28-02-2018,1
Tamil Nadu,3350,2775,2516.67,7300,5850,8587.5,6150,5100,4165,,14353.75,,8639.5,,8873.5,6538,4700,,1537.5,1450,1125,1825,01-03-2018,1
Tamil Nadu,3230,2700,2510,4980,6280,6590,6720,4666.67,3728,,13500,,8933,,9464.6,8259.6,4340,,1500,2080,1280,1280,02-03-2018,1
Tamil Nadu,3270,2942,2974,6410,8620,8580,8460,5628,3586,,14742.2,9500,7607.6,,9583,6665.4,4333.4,,1587.5,1980,1820,3420,03-03-2018,1
Tamil Nadu,2512,2720,2467.5,10180,11940,15280,7800,7500,3884,,14917,,8136.4,,9043.4,6523,4208,,1540,2220,1480,1960,04-03-2018,1
Tamil Nadu,3348,2712,2562.5,7240,5840,8160,6180,5000,4082,,13960.6,,8456.2,,8846,6316.6,4740,,1510,1300,1020,6960,05-03-2018,1
Tamil Nadu,3150,2692,2565,5100,6300,6660,6730,4833.33,3684,,13060.4,,9090.4,,9640.8,8117,4420,,1500,2280,1800,2040,06-03-2018,1
Tamil Nadu,3400,3012.5,3147.5,6350,8450,8412.5,8275,5800,3550,,15107.25,,7693.25,,9489,6717.75,4316.75,,1630,2075,1687.5,3650,07-03-2018,1
Tamil Nadu,2530,2720,2502.5,9810,11080,13260,7030,7200,3934,,15191.8,,8202.4,,8979.6,6777.8,4600,,1540,2100,1240,630,08-03-2018,1
Tamil Nadu,3333.2,2660,2525,7170,6020,7680,6120,4800,4072,,13962.4,,8425.6,,8804.75,6329,5020,,1510,1440,2660,4340,09-03-2018,1
Tamil Nadu,3150,2930,2937.5,5760,6360,6460,6740,5210,3668,,13189.4,,8478,,9849,7513.8,4600,,1510,2360,1460,940,10-03-2018,1
Tamil Nadu,3350,3012.5,3160,6375,8550,8475,8300,5800,3605,,15142.75,,7599.25,,9642.25,6939.25,4362.5,,1630,1825,2125,1875,11-03-2018,1
Tamil Nadu,2556,2655,2413.33,10100,10487.5,11500,6737.5,6700,3845,,14677,,8744,,9081.25,7265.75,4852.5,,1537.5,2050,1200,1175,12-03-2018,1
Tamil Nadu,3310,2640,2550,7560,6260,8200,6480,4950,4124,,13918.6,,8513.6,,8636.8,6507.4,5180,,1510,1380,2020,1860,13-03-2018,1
Tamil Nadu,3087.5,2875,2802.5,5837.5,6287.5,6525,6825,5235,3525,,13572.75,,8647,,9790.75,7562.25,4458.25,,1512.5,2225,1325,875,14-03-2018,1
Tamil Nadu,4028.57,3085.71,3320,6471.43,8542.86,8514.29,8450,5842.86,3728.57,3400,15708.67,13343,8087.71,,10084.33,7125.14,4585.71,,1310.71,1800,3271.43,971.43,15-03-2018,1
Tamil Nadu,2731,2704,2557.5,11340,10860,11120,6800,6600,3888,,15123,,8453.2,,9023,6803.2,4638,,1540,2000,1220,1250,16-03-2018,1
Tamil Nadu,3330,2692,2560,7520,6300,7820,6480,5000,4050,,13852.6,,8559.6,,8614.8,6736.2,5500,,1500,1480,2440,3480,17-03-2018,1
Tamil Nadu,3087.5,2875,2855,5762.5,6237.5,6600,6987.5,5275,3555,,13473.5,,8920.5,,9837.25,7585.5,4500,,1537.5,2250,1550,950,18-03-2018,1
Tamil Nadu,3821.43,3037.14,3262.86,6564.29,8628.57,9164.29,8471.43,5928.57,3650,,15118.14,12967,7821.14,,9995.71,7224.86,4564.29,,1485.71,2057.14,3457.14,1942.86,19-03-2018,1
Tamil Nadu,2862,2724,2550,12440,10220,10480,6620,6500,3930,,14929.4,,8467.6,,9110,6865.4,4530,,1540,1980,1240,720,20-03-2018,2
Tamil Nadu,3258,2692,2670,7000,6160,6980,6390,5050,4040,,13698.6,,8556.8,,8652.8,6808.25,5140,,1510,1480,3340,3540,21-03-2018,2
Tamil Nadu,3075,2900,2860,6300,6750,7775,7275,5300,3527.5,,13327.25,,8597,,9827,7515.25,4491.75,,1530,2325,1775,1175,22-03-2018,2
Tamil Nadu,3778.57,3072.86,3124.29,6457.14,9014.29,11616.67,9042.86,5985.71,3611.43,2800,14718.86,12483.5,8082,9700,10048,7728,4814.29,36000,1528.57,2142.86,5342.86,1485.71,23-03-2018,2
Tamil Nadu,3110,2790,2616.67,12375,10100,9950,6550,6800,3947.5,,14636,,8304.5,,9135,7210.25,4590,,1550,1825,1350,650,24-03-2018,2
Tamil Nadu,3297.5,2790,2606.67,6550,6075,6750,6562.5,5200,3937.5,,13442.25,,8563,,8906.5,7144.25,4850,,1562.5,1350,4200,1025,25-03-2018,2
Tamil Nadu,3100,2968,3068,6520,6940,7950,7320,5340,3398,,13657,,8326.8,,9583.2,6915.4,4410,,1474,1780,1300,1140,26-03-2018,2
Tamil Nadu,3961.11,3117.78,3037.78,6411.11,8994.44,11577.78,9055.56,5900,3570,2800,14713.44,12483.5,8324,,10092.88,8359.75,4677.78,36000,1522.22,2644.44,9022.22,1500,27-03-2018,2
Tamil Nadu,2651,2750,2336.75,6240,13000,14400,9240,7050,3440,,12200.2,,7885.4,,8922.4,5596.8,4009,,1510,1780,1820,2720,28-03-2018,2
Tamil Nadu,3285,2836,2632.5,10400,7200,9450,6300,5900,4130,,13998.2,,8578.4,,9132,7196.8,4573,,1540,1480,1240,1260,29-03-2018,2
Tamil Nadu,3342,2736,2530,6340,6300,6670,6640,5200,3668,,12929.4,,8762.6,,8971.2,7027.8,4860,,1500,1360,3640,760,30-03-2018,2
Tamil Nadu,3040,2920,2920,6480,7140,7650,7440,5320,3386,,13961.2,,8196.4,,9388.2,6895.4,4483.4,,1550,1960,1340,2360,31-03-2018,2
Tamil Nadu,2505,2730,2336.75,5900,11960,13280,8610,6450,3448,,11884.5,,7990,,8984.25,6175.5,3764,,1530,1680,1380,720,01-04-2018,3
Tamil Nadu,3328,2796,2560,8360,6950,9110,6340,5500,4308,,13998.2,,8644.4,,9055,7240.8,4552,,1550,1400,1160,2060,02-04-2018,3
Tamil Nadu,3187.5,2720,2506.67,5437.5,6362.5,6600,6662.5,4600,3630,,12856.5,,8873,,9216.5,7252,4600,,1500,1325,2325,625,03-04-2018,3
Tamil Nadu,3060,2920,2940,6260,8070,7750,7680,5840,3414,,13914,,8287.4,,9514,7066.8,4293.4,,1602,1640,1090,1000,04-04-2018,3
Tamil Nadu,2421,2700,2349.25,5870,11280,13110,8520,6450,3474,,12013,,7920.2,,9000.2,6337,3524,,1530,1600,1140,700,05-04-2018,3
Tamil Nadu,3250,2820,2550,7050,6525,8925,6125,5400,4285,,14057.25,,8674.25,,9065,6832.25,4425,,1562.5,1325,1125,1875,06-04-2018,3
Tamil Nadu,3000,2640,2533.33,5437.5,6450,6562.5,6725,4500,3565,,12884.25,,9038,,9340,8117.5,4412.5,,1500,1400,1275,687.5,07-04-2018,3
Tamil Nadu,3080,2960,2900,6260,8100,7470,7660,5648,3466,,13913.2,10000,7960.4,,9545.8,7021.8,4313.4,,1584,1580,1000,1320,08-04-2018,3
Tamil Nadu,2364,2640,2336.75,6370,12720,14720,8400,7200,3988,,13340.2,,8039.6,,9000.2,6870.6,3804,,1530,1700,1180,1280,09-04-2018,3
Tamil Nadu,3175,2785,2533.33,7675,6850,9425,6725,5600,4232.5,,14387.75,,8701.75,,9065,6528.75,4375,,1562.5,1375,1050,850,10-04-2018,3
Tamil Nadu,3060,2660,2525,5180,6280,6420,6660,5000,3324,,12891.2,,9035.2,,9289.2,8129.8,4460,,1500,1960,1080,920,11-04-2018,3
Tamil Nadu,2800,2800,2700,6000,7800,7200,7300,5200,3500,,12307,,9010,,9670,6593,4000,,1600,1300,700,2500,12-04-2018,3
Tamil Nadu,2384,2650,2362.5,7370,12980,16040,8420,7300,3916,,14192,,8231.6,,9088,6899.8,4075,,1530,1900,1260,4600,13-04-2018,3
Tamil Nadu,3125,2740,2533.33,7550,6325,8775,6625,5200,4175,,14422.75,,8722,,8873.5,6538,4587.5,,1537.5,1425,925,850,14-04-2018,3
Tamil Nadu,3100,2670,2525,5000,6260,6530,6700,4750,3046,,13221,,8933.2,,9194,8218,4420,,1500,1960,1000,960,15-04-2018,3
Tamil Nadu,3125,2922.5,2975,6375,8462.5,7900,8250,5610,3582.5,,14733.25,9500,7857.5,,9543.75,6702.25,4133.25,,1583.33,1725,1275,3625,16-04-2018,3
Tamil Nadu,2542,2654,2410,8020,12260,15500,7980,7250,3892,,14455.8,,8253.6,,9076,6814.8,4309,,1530,2120,1240,4380,17-04-2018,1
Tamil Nadu,3350,2775,2516.67,7300,5850,8587.5,6150,5100,4165,,14353.75,,8639.5,,8873.5,6538,4700,,1537.5,1450,1125,1925,18-04-2018,1
Tamil Nadu,3230,2700,2510,4980,6280,6590,6720,4750,3724,,12974,,8933,,9570.8,8237.6,4340,,1500,2040,1340,1480,19-04-2018,1
Tamil Nadu,3270,2942,2974,6370,8600,8580,8460,5725,3582,,14742.2,9500,7607.6,,9583,6665.4,4333.4,,1587.5,1940,1800,3320,20-04-2018,1
Tamil Nadu,2512,2720,2467.5,10400,11980,15180,7820,7600,3894,,14917,,8136.4,,9043.4,6523,4249,,1540,2140,1400,1880,21-04-2018,1
Tamil Nadu,3328,2712,2562.5,7240,5840,8160,6180,5000,4082,,13960.6,,8456.2,,8846,6316.6,4740,,1510,1300,1060,6960,22-04-2018,1
Tamil Nadu,3150,2692,2565,5100,6300,6690,6760,4833.33,3684,,13038.4,,9090.4,,9801.8,8083.8,4420,,1500,2220,1800,2060,23-04-2018,1
Tamil Nadu,3400,3012.5,3147.5,6350,8450,8412.5,8275,5800,3550,,15107.25,,7693.25,,9489,6717.75,4316.75,,1630,2075,1712.5,3775,24-04-2018,1
Tamil Nadu,2530,2720,2502.5,9750,11020,13260,7030,7200,3934,,15191.8,,8202.4,,8979.6,6800,4600,,1540,2060,1240,620,25-04-2018,1
Tamil Nadu,3333.2,2660,2525,7170,6100,7680,6200,4800,4076,,13962.4,,8425.6,,8804.75,6329,5020,,1510,1440,2560,4020,26-04-2018,1
Tamil Nadu,3150,2930,2937.5,5760,6360,6460,6800,5230,3656,,13189.4,,8478,,9849,7513.8,4653.4,,1510,2360,1440,940,27-04-2018,1
Tamil Nadu,3350,3012.5,3160,6375,8550,8475,8300,5800,3605,,15142.75,,7599.25,,9642.25,6939.25,4362.5,,1630,1825,2125,1875,28-04-2018,1
Tamil Nadu,2556,2684,2527.5,10080,10550,11760,6790,6700,3852,,14677,,8423.6,,9089,7285,4762,,1537.5,2120,1160,1180,29-04-2018,1
Tamil Nadu,3310,2640,2550,7600,6260,8200,6480,4950,4124,,13918.6,,8513.6,,8636.8,6507.4,5180,,1510,1300,1860,1640,30-04-2018,1
Tamil Nadu,3087.5,2850,2815,5887.5,6287.5,6525,6950,5210,3540,,13572.75,,8647,,9790.75,7562.25,4458.25,,1512.5,2125,1275,900,01-05-2018,1
Tamil Nadu,4028.57,3085.71,3320,6457.14,8542.86,8542.86,8464.29,5828.57,3721.43,3400,14998,13343,8135.67,,10084.33,7093.71,4585.71,,1400,1800,3328.57,900,02-05-2018,1
Tamil Nadu,2731,2664,2557.5,11540,10620,11080,6780,6600,3888,,15123,,8453.2,,9045,6759.2,4638,,1540,1980,1220,1190,03-05-2018,1
Tamil Nadu,3337.5,2650,2660,7475,6325,7750,6450,5000,4042.5,,13607,,8653,,8543.25,6662.25,5600,,1487.5,1500,2425,3600,04-05-2018,1
Tamil Nadu,2916.67,2866.67,2690,5666.67,6233.33,6400,6933.33,5180,3560,,12691.33,,8780.67,,9691.67,7494,4566.67,,1506.67,2133.33,1566.67,866.67,05-05-2018,1
Tamil Nadu,3821.43,3037.14,3291.43,6600,8628.57,9300,8500,5814.29,3644.29,,15189,12967,7821.14,,9995.71,7234.29,4585.71,,1485.71,2057.14,3571.43,1914.29,06-05-2018,1
Tamil Nadu,2874,2724,2550,12440,10220,10460,6520,6500,3930,,14929.4,,8489.6,,9110,6887.4,4530,,1540,1980,1240,700,07-05-2018,2
Tamil Nadu,3258,2692,2670,7000,6160,6980,6390,5050,4040,,13698.6,,8556.8,,8652.8,6808.25,5140,,1510,1480,3340,3540,08-05-2018,2
Tamil Nadu,3075,2900,2860,6300,6750,7775,7275,5300,3527.5,,13327.25,,8597,,9827,7515.25,4491.75,,1530,2400,1775,1200,09-05-2018,2
Tamil Nadu,3883.33,3067.78,3252.22,6511.11,9077.78,11850,9055.56,6100,3597.78,2800,14820.56,12483.5,8181.22,9700,9934.22,7551.67,4711.11,36000,1444.44,2322.22,5277.78,1555.56,10-05-2018,2
Tamil Nadu,3048,2772,2587.5,12500,9360,9740,6500,6500,3938,,14554.8,,8511.6,,9132,7152.8,4512,,1540,1660,1280,660,11-05-2018,2
Tamil Nadu,3278,2752,2505,6380,6060,6640,6430,4950,3880,,13127.4,,8718.4,,8982.2,7143.8,4840,,1510,1320,3960,860,12-05-2018,2
Tamil Nadu,3100,2968,3068,6520,6940,7950,7320,5340,3390,,14105.6,,8326.8,,9623.2,6975.4,4460,,1474,1860,1350,1230,13-05-2018,2
Tamil Nadu,3961.11,3128.89,3037.78,6366.67,8994.44,11588.89,9055.56,5900,3570,2800,14776.22,12483.5,8324,,10092.88,8442.13,4566.67,36000,1522.22,2722.22,9433.33,1455.56,14-05-2018,2
Tamil Nadu,2651,2750,2336.75,6240,12960,14400,9240,7050,3440,,12222.2,,7841.4,,8900.6,5640.8,4009,,1510,1680,1800,2620,15-05-2018,2
Tamil Nadu,3275,2836,2632.5,10300,7200,9430,6300,5900,4126,,13998.2,,8578.4,,9132,7196.6,4613,,1540,1440,1240,1260,16-05-2018,2
Tamil Nadu,3342,2736,2530,6340,6320,6660,6650,5200,3668,,12929.4,,8762.6,,8971.2,7027.8,4840,,1500,1320,3580,720,17-05-2018,2
Tamil Nadu,3040,2920,2920,6480,7140,7650,7440,5320,3386,,13981.2,,8196.4,,9388.2,6895.4,4483.4,,1550,1960,1340,2180,18-05-2018,2
Tamil Nadu,2505,2730,2336.75,5900,11940,13280,8610,6450,3448,,12057,,7820.4,,8978.6,6175.5,3764,,1530,1600,1320,680,19-05-2018,3
Tamil Nadu,3300,2820,2530,8350,6862.5,9112.5,6300,5400,4295,,14117.75,,8770.5,,9065,7217.25,4500,,1562.5,1350,1150,2025,20-05-2018,3
Tamil Nadu,3216.6,2736,2505,5510,6520,6700,6712.5,5000,3612,,12818.4,,8698.4,,9043.2,7101.6,4760,,1500,1360,2260,600,21-05-2018,3
Tamil Nadu,3060,2920,2940,6260,8070,7750,7680,5840,3418,,13914,,8287.4,,9514,7066.8,4293.4,,1602,1640,1090,1020,22-05-2018,3
Tamil Nadu,2421,2700,2349.25,5870,11280,13110,8500,6450,3474,,12013,,7920.2,,9000.2,6337,3524,,1530,1600,1180,740,23-05-2018,3
Tamil Nadu,3250,2820,2550,7050,6525,8975,6125,5400,4285,,14057.25,,8674.25,,9065,6832.25,4425,,1562.5,1275,1125,1825,24-05-2018,3
Tamil Nadu,3080,2672,2525,5490,6520,6510,6780,4950,3564,,12840.6,,8830.4,,9142,7854,4640,,1500,1440,1320,980,25-05-2018,3
Tamil Nadu,3080,2960,2900,6230,8100,7440,7630,5648,3462,,13911.2,10000,7958.4,,9547.8,6975.8,4313.4,,1584,1560,1060,1400,26-05-2018,3
Tamil Nadu,2364,2640,2336.75,6380,12820,14860,8400,7200,3988,,13340.2,,8039.6,,9000.2,6870.6,3804,,1530,1700,1200,1280,27-05-2018,3
Tamil Nadu,3125,2785,2533.33,7750,6850,9475,6750,5600,4227.5,,14442.75,,8674.25,,9065,6501.25,4400,,1562.5,1475,1000,825,28-05-2018,3
